"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1799266263006626170","Sat Jun 08 02:24:40 +0000 2024","1384","Tengil : @Michie_JKT48 https://t.co/LVvjjZ6Iqf","1799266263006626170","https://pbs.twimg.com/media/GPhHHyBaIAAOsG8.jpg","","in","Unknown ◐","4","3","229","https://x.com/InfoDemichi/status/1799266263006626170","1622632437913370630","InfoDemichi"
"1799103395460260176","Fri Jun 07 15:37:29 +0000 2024","1613","Unveil Her Shine Beuty ️ @Greesel_JKT48 #Greesel #JanjiYa #Kamaniya #FireOdyssey https://t.co/ZvjQYsPizv","1799103395460260176","https://pbs.twimg.com/media/GPex6iVa4AARVIV.jpg","","de","","10","2","347","https://x.com/kamaniya_diary/status/1799103395460260176","1723276103115239424","kamaniya_diary"
"1799006707278045297","Fri Jun 07 09:13:17 +0000 2024","9662","moreen 41 tahun https://t.co/qi3bhGpUJI","1799006707278045297","https://pbs.twimg.com/media/GPda6mTbMAAWuhO.jpg","","en","","13","285","745","https://x.com/Kimmy_JKT48/status/1799006707278045297","1725207957129084928","Kimmy_JKT48"
"1799022593007362370","Fri Jun 07 10:16:25 +0000 2024","1487","[240607] Kak Gebbb .@AM_EllaJKT48 At I Gusti Ngurah Rai international Airport. #JKT48 #OjoLaliMbedil https://t.co/URFlXrF3Ta","1799022593007362370","https://pbs.twimg.com/media/GPdpgk_a0AAYs6Q.jpg","","in","","7","4","239","https://x.com/lunga_mbedil/status/1799022593007362370","1731195664267464704","lunga_mbedil"
"1764550801836671322","Mon Mar 04 07:17:49 +0000 2024","32175","parah @Gendis_JKT48 https://t.co/9RI9uikNgk","1764550801836671322","https://pbs.twimg.com/media/GHzxmUja0AABkzo.jpg","","in","Jakarta Capital Region","48","818","1413","https://x.com/R_AdelJKT48/status/1764550801836671322","1148250023303401472","R_AdelJKT48"
"1799099362573996535","Fri Jun 07 15:21:28 +0000 2024","917","Matur Suksma cel @Greesel_JKT48 Nyeni Fest [070624] https://t.co/Gk9GLtH56S","1799099362573996535","https://pbs.twimg.com/media/GPevUt4aYAAMTKV.jpg","","in","Jakarta Capital Region","1","2","167","https://x.com/JepretanPades_/status/1799099362573996535","1627011162478084097","JepretanPades_"
"1798585603896103187","Thu Jun 06 05:19:58 +0000 2024","19393","Haii bro https://t.co/DnEXlhSaTp","1798585603896103187","https://pbs.twimg.com/media/GPXb3jJbMAAqSfg.jpg","","en","","75","727","2275","https://x.com/Delynn_JKT48/status/1798585603896103187","1725125435045163008","Delynn_JKT48"
"1797870178929344880","Tue Jun 04 05:57:08 +0000 2024","1485","Freya imitates emoji @Freya_JKT48 https://t.co/imDDGTqH5O","1797870178929344880","https://pbs.twimg.com/media/GPNRYpDa0AE6qtL.jpg","","es","","3","2","124","https://x.com/ForLoveliest/status/1797870178929344880","1578104704298807296","ForLoveliest"
"1797179716295970877","Sun Jun 02 08:13:29 +0000 2024","11330","ribka https://t.co/xD3pEGmfrD","1797179716295970877","https://pbs.twimg.com/media/GPDdYn9aEAAHygz.jpg","","in","","23","267","1032","https://x.com/Ribka_JKT48/status/1797179716295970877","1725111671025524736","Ribka_JKT48"
"1798946568785289686","Fri Jun 07 05:14:19 +0000 2024","2671","Tawa indah dan Hangatnya menyapa. @Greesel_JKT48 I Gusti Ngurah Rai Airport Bali. #JKT48AirportFashion https://t.co/h9y8V7jt84","1798946568785289686","https://pbs.twimg.com/media/GPckW8WbgAAizHh.jpg","","in","Indonesia","6","1","378","https://x.com/Degrees_OFC/status/1798946568785289686","1587088851708715010","Degrees_OFC"
"1799266260469063822","Sat Jun 08 02:24:39 +0000 2024","1568","Michie @Michie_JKT48 #YIA https://t.co/IajNmKJHFU","1799266260469063822","https://pbs.twimg.com/media/GPhHFtgaIAALW_l.jpg","","it","","2","1","170","https://x.com/Rantovl/status/1799266260469063822","132424598","Rantovl"
"1799271831305879796","Sat Jun 08 02:46:48 +0000 2024","1187","080624 | Ecarg with Michoy #Gracie #JKT48 #グレース #itz_Bunnie @Gracie_JKT48 @Gracieluv_ID #jkt48airportfashion https://t.co/uBE3iFB0lP","1799271831305879796","https://pbs.twimg.com/media/GPhMMDQb0AARo_r.jpg","","en","","6","5","166","https://x.com/itzbunnie_/status/1799271831305879796","1757590369313906688","itzbunnie_"
"1798681254369558881","Thu Jun 06 11:40:03 +0000 2024","8728"," https://t.co/4TD99avhtO","1798681254369558881","https://pbs.twimg.com/media/GPYy1arbkAAJTPz.jpg","","qme","","27","204","844","https://x.com/Ribka_JKT48/status/1798681254369558881","1725111671025524736","Ribka_JKT48"
"1797211753232884077","Sun Jun 02 10:20:47 +0000 2024","6386","Yez mochi ice cream https://t.co/uAgePH6EfW","1797211753232884077","https://pbs.twimg.com/media/GPD6eiVbQAAY2i8.jpg","","fr","","48","294","150","https://x.com/Lily_JKT48/status/1797211753232884077","1725188974296391680","Lily_JKT48"
"1798985388557746638","Fri Jun 07 07:48:34 +0000 2024","11505","tengkyuuu alllll https://t.co/ho2fDXVOTe","1798985388557746638","https://pbs.twimg.com/media/GPdHq7cbEAA4O9P.jpg","","in","","16","130","851","https://x.com/RFritzy_JKT48/status/1798985388557746638","1725130363620753408","RFritzy_JKT48"
"1796406252316332185","Fri May 31 05:00:00 +0000 2024","4033","Greesel Helisma Gracie @Greesel_JKT48 @H_EliJKT48 @Gracie_JKT48 https://t.co/YYSPxb7lJj","1796406252316332185","https://pbs.twimg.com/media/GO1xCDQaEAAFKxs.jpg","","es","","12","11","399","https://x.com/Rantovl/status/1796406252316332185","132424598","Rantovl"
"1798719056415269357","Thu Jun 06 14:10:16 +0000 2024","20358","ADEL MENGUMUMKAN AKAN SEGERA LULUS DARI JKT48 #AturanAntiCintaJKT48 https://t.co/A51Q2QHPWY","1798719056415269357","https://pbs.twimg.com/ext_tw_video_thumb/1798718674838425600/pu/img/6R7ulBadsg1f-grE.jpg","","in","","1567","668","4681","https://x.com/Yokanang_/status/1798719056415269357","809987274","Yokanang_"
"1799129312907633059","Fri Jun 07 17:20:29 +0000 2024","10125","Matur suksma Semeton untuk kemeriahan malam hari ini di acara NYENI FEST 2024!! Bali memang selalu punya cara yang unik untuk berekspresi dan bersuka cita. Nantikan keseruan JKT48 lainnya di Bali ya! https://t.co/HcnD3DUEBf","1799129312907633059","https://pbs.twimg.com/media/GPfKi2dagAA-9nQ.jpg","","in","jakarta","44","54","1052","https://x.com/officialJKT48/status/1799129312907633059","351535962","officialJKT48"
"1799058388359459187","Fri Jun 07 12:38:39 +0000 2024","554","Oline : Tapi ingin teleport kemana? Regie : kehati Kamuuu Oline : ngk dulu yaa @Regie_JKT48 @M_OlineJKT48 #PajamaDriveJKT48 https://t.co/wlzwxgzYvW","1799058388359459187","https://pbs.twimg.com/ext_tw_video_thumb/1799058282860154880/pu/img/NRaYLKI10eoiyArF.jpg","","in","Fx Sudirman","1","3","57","https://x.com/DomLica_/status/1799058388359459187","1575123322328608772","DomLica_"
"1799055301922128111","Fri Jun 07 12:26:23 +0000 2024","1734","Baru mau semangat dekk Huhuhuuu @JTrisha_JKT48 @R_AdelJKT48 #PajamaDriveJKT48 https://t.co/vUIpZaS77R","1799055301922128111","https://pbs.twimg.com/ext_tw_video_thumb/1799055131876769792/pu/img/M7AGpjS9PuJlNGAB.jpg","","in","Fx Sudirman","4","11","182","https://x.com/DomLica_/status/1799055301922128111","1575123322328608772","DomLica_"
"1799020835300384932","Fri Jun 07 10:09:25 +0000 2024","15230","‍️‍️‍️ https://t.co/EvayyRxnMV","1799020835300384932","https://pbs.twimg.com/media/GPdnqi1bQAA8lDn.jpg","","qme","","38","311","1544","https://x.com/Gracie_JKT48/status/1799020835300384932","1587027654146129926","Gracie_JKT48"
"1799098054903246932","Fri Jun 07 15:16:16 +0000 2024","5979","thankyou nyeni fest bali! https://t.co/OiloPSeMXc","1799098054903246932","https://pbs.twimg.com/media/GPeuIK-aIAASIdJ.jpg","","ht","","6","62","434","https://x.com/Gendis_JKT48/status/1799098054903246932","1587028520232161280","Gendis_JKT48"
"1798993645905072219","Fri Jun 07 08:21:23 +0000 2024","27329","bocil esempe whoo?!?! https://t.co/ay8CUeFw5V","1798993645905072219","https://pbs.twimg.com/media/GPdPJ5mb0AAYqiw.jpg","","pt","","110","1114","2935","https://x.com/Michie_JKT48/status/1798993645905072219","1586998054384586753","Michie_JKT48"
"1799062242455167424","Fri Jun 07 12:53:58 +0000 2024","7398","mantul https://t.co/uc27b2cGPV","1799062242455167424","https://pbs.twimg.com/media/GPeNjXKagAAjUwt.jpg","","in","","12","169","658","https://x.com/Ribka_JKT48/status/1799062242455167424","1725111671025524736","Ribka_JKT48"
"1684228018267623425","Wed Jul 26 15:43:45 +0000 2023","15946","Halo dek @Elin_JKT48 https://t.co/Uk6LexQjNl","1684228018267623425","https://pbs.twimg.com/media/F1-Uc6sakAA49lJ.jpg","","in","DKI Jakarta, Indonesia","98","1149","589","https://x.com/F_OllaJKT48/status/1684228018267623425","1051495051124043776","F_OllaJKT48"
"1798294260124635249","Wed Jun 05 10:02:16 +0000 2024","13621","minjem topi ka lana https://t.co/lmRsY4toeu","1798294260124635249","https://pbs.twimg.com/media/GPTTFPHbsAAH252.jpg","","und","","19","189","1002","https://x.com/Nachia_JKT48/status/1798294260124635249","1725203010434056193","Nachia_JKT48"
"1796556159098495062","Fri May 31 14:55:41 +0000 2024","20948","Akhirnya rangkaian Shonichi Pajama Drive oleh Trainee JKT48 telah terlaksana! Terima kasih semuanya yang sudah menyaksikan penampilan kami semoga setlist ini menjadi pertunjukan yang selalu kalian nanti-nantikan ya! Sampai jumpa di pertunjukan berikutnya https://t.co/BSfRqWQeE6","1796556159098495062","https://pbs.twimg.com/media/GO6mRDLbkAA52zR.jpg","","in","jakarta","116","194","2596","https://x.com/officialJKT48/status/1796556159098495062","351535962","officialJKT48"
"1798728676290580677","Thu Jun 06 14:48:29 +0000 2024","16906","kak adel one of my oshiii semangat ya kak adel️","1798728676290580677","","","in","","4","108","850","https://x.com/Gendis_JKT48/status/1798728676290580677","1587028520232161280","Gendis_JKT48"
"1799020985099960631","Fri Jun 07 10:10:01 +0000 2024","3809","Sengggggg terimakasih banyak untuk 500knyaa SENENGGG BGT HEHEHEHEHE trimakasii yaa senggg udah selalu support akuuu lop y all️️️️ https://t.co/Cvi6eTEx0F","1799020985099960631","https://pbs.twimg.com/media/GPdnnhqboAEUdjN.jpg","","in","","1","147","106","https://x.com/Moreen_JKT48/status/1799020985099960631","1725199599651209216","Moreen_JKT48"
"1797177493100888414","Sun Jun 02 08:04:38 +0000 2024","11947"," https://t.co/38DBSLlnl9","1797177493100888414","https://pbs.twimg.com/media/GPDbY9-bEAA76xU.jpg","","qme","","32","268","1334","https://x.com/Regie_JKT48/status/1797177493100888414","1725205692456583168","Regie_JKT48"
"1797589587898077334","Mon Jun 03 13:02:13 +0000 2024","5683","bljr https://t.co/HUvUN8BTOp","1797614767802335587","https://pbs.twimg.com/media/GPJo4xHaUAATDV_.jpg","Regie_JKT48","in","","78","264","675","https://x.com/Regie_JKT48/status/1797614767802335587","1725205692456583168","Regie_JKT48"
"1797539056831930584","Mon Jun 03 08:01:22 +0000 2024","11056","https://t.co/R9fZDykt6c","1797539056831930584","https://pbs.twimg.com/media/GPIkKGKbMAEEXG1.jpg","","zxx","","47","317","1451","https://x.com/Kimmy_JKT48/status/1797539056831930584","1725207957129084928","Kimmy_JKT48"
"1799104162669768812","Fri Jun 07 15:40:32 +0000 2024","12691","ciappp makasih banyak untuk hari oni Nyeni Fest see you when I see youuu https://t.co/zU0noHRggL","1799104162669768812","https://pbs.twimg.com/media/GPezdgWaQAArSrh.jpg","","in","","32","180","1254","https://x.com/Greesel_JKT48/status/1799104162669768812","1587026900635242497","Greesel_JKT48"
"1798567923637952808","Thu Jun 06 04:09:43 +0000 2024","916","‍️‍️ @Greesel_JKT48 https://t.co/vCrEFcPTnK","1798567923637952808","https://pbs.twimg.com/media/GPXL4jRbIAA6J6n.jpg","","qme","","1","1","123","https://x.com/dlayyyyyyyy/status/1798567923637952808","1530862213379985408","dlayyyyyyyy"
"1797321586103734443","Sun Jun 02 17:37:13 +0000 2024","507"," @Greesel_JKT48 https://t.co/jrcwXTCQqh","1797321586103734443","https://pbs.twimg.com/media/GPFeXCKbwAE-L7l.jpg","","qme","","0","1","61","https://x.com/dlayyyyyyyy/status/1797321586103734443","1530862213379985408","dlayyyyyyyy"
"1798734075899088909","Thu Jun 06 15:09:57 +0000 2024","4703","-star Jooyoung nonton theater jkt48 malem ini random banget dia tiba tiba nonton teater jeketi https://t.co/C1NCjyQGr4","1798734075899088909","https://pbs.twimg.com/media/GPZjGzia8AAv_h1.jpg","","in","RULES DI LINK","177","133","388","https://x.com/starfess/status/1798734075899088909","1210342758029807616","starfess"
"1797543088149430537","Mon Jun 03 08:17:23 +0000 2024","9811","amboiii #budimonday https://t.co/qov0ZgR61b","1797543088149430537","https://pbs.twimg.com/media/GPIngEfaQAELUnh.jpg","","ca","","30","234","885","https://x.com/Ribka_JKT48/status/1797543088149430537","1725111671025524736","Ribka_JKT48"
"1798376762466029877","Wed Jun 05 15:30:07 +0000 2024","2861","お嬢様 it's time to go to bed @S_FloraJKT48 @Freya_JKT48 https://t.co/rPoYjknzSK","1798376762466029877","https://pbs.twimg.com/media/GPUeIK2b0AAqoVS.jpg","","ja","","3","5","471","https://x.com/sixtysixhistory/status/1798376762466029877","1318530864435785732","sixtysixhistory"
"1796363133554245778","Fri May 31 02:08:40 +0000 2024","1448","Kak Gitaaa 20240529 #고넬리아 #ONIEL #GITA #JKT48 https://t.co/sQ89pAxn1m","1796363133554245778","https://pbs.twimg.com/media/GO32E10bMAAumEY.jpg","","in","","9","2","273","https://x.com/bluegem2607/status/1796363133554245778","1437725167623426051","bluegem2607"
"1798244164129390912","Wed Jun 05 06:43:13 +0000 2024","18058","ntaps https://t.co/CVhigyoWBn","1798244164129390912","https://pbs.twimg.com/media/GPSlhMTbQAAKMJ4.jpg","","in","","96","504","1750","https://x.com/Regie_JKT48/status/1798244164129390912","1725205692456583168","Regie_JKT48"
